Gene	Comparison	Domain	GO.ID	Term	Annotated	Significant	Expected	pval	-log10(pvalue)	Fold.Enrichment	log10(FE)
Adamts3	hom_vs_het_wt	BP	GO:1902533	positive regulation of intracellular sig...	445	9	5.81	0.03866	1.41273815030747	1.54905335628227	0.190066377048994
Adamts3	hom_vs_het_wt	BP	GO:0009612	response to mechanical stimulus	111	4	1.45	0.03870	1.41228903498109	2.75862068965517	0.440691989092988
Adamts3	hom_vs_het_wt	BP	GO:0051171	regulation of nitrogen compound metaboli...	2885	52	37.66	0.03946	1.40384291908383	1.38077535847053	0.140123027954153
Adamts3	hom_vs_het_wt	BP	GO:0010605	negative regulation of macromolecule met...	1321	23	17.24	0.03955	1.4028535121663	1.33410672853828	0.125190574528899
Adamts3	hom_vs_het_wt	BP	GO:0018108	peptidyl-tyrosine phosphorylation	198	7	2.58	0.04048	1.39275949616826	2.71317829457364	0.433478334051027
Adamts3	hom_vs_het_wt	BP	GO:0060411	cardiac septum morphogenesis	56	3	0.73	0.04084	1.38891426658513	4.10958904109589	0.613798394599206
Adamts3	hom_vs_het_wt	BP	GO:0007368	determination of left/right symmetry	76	4	0.99	0.04086	1.38870163770357	4.04040404040404	0.606424796730412
Adamts3	hom_vs_het_wt	BP	GO:0051271	negative regulation of cellular componen...	135	6	1.76	0.04089	1.38838288944566	3.40909090909091	0.532638582569494
Adamts3	hom_vs_het_wt	BP	GO:0001945	lymph vessel development	21	3	0.27	0.04128	1.38426031138084	11.1111111111111	1.04575749056068
Adamts3	hom_vs_het_wt	BP	GO:0001568	blood vessel development	404	19	5.27	0.04235	1.37314658533327	3.60531309297913	0.556942985740282
Adamts3	hom_vs_het_wt	BP	GO:0007166	cell surface receptor signaling pathway	1351	35	17.63	0.04258	1.3707943428977	1.98525241066364	0.297815732050954
Adamts3	hom_vs_het_wt	BP	GO:1901068	guanosine-containing compound metabolic ...	362	13	4.73	0.04273	1.3692671071828	2.74841437632135	0.439082211569025
Adamts3	hom_vs_het_wt	BP	GO:0007266	Rho protein signal transduction	107	3	1.4	0.04310	1.36552272983927	2.14285714285714	0.330993219041424
Adamts3	hom_vs_het_wt	BP	GO:0043009	chordate embryonic development	525	12	6.85	0.04317	1.36481795134373	1.75182481751825	0.243490674555199
Adamts3	hom_vs_het_wt	BP	GO:0009887	organ morphogenesis	605	20	7.9	0.04351	1.36141091670728	2.53164556962025	0.40340290437354
Adamts3	hom_vs_het_wt	BP	GO:0060560	developmental growth involved in morphog...	154	7	2.01	0.04370	1.35951856302958	3.48258706467662	0.541901982593768
Adamts3	hom_vs_het_wt	BP	GO:0007517	muscle organ development	253	8	3.3	0.04395	1.35704112059021	2.42424242424242	0.384576047114056
Adamts3	hom_vs_het_wt	BP	GO:0046578	regulation of Ras protein signal transdu...	143	3	1.87	0.04398	1.35674477497523	1.60427807486631	0.205279648183163
Adamts3	hom_vs_het_wt	BP	GO:0040013	negative regulation of locomotion	152	6	1.98	0.04432	1.35340024827963	3.03030303030303	0.481486060122112
Adamts3	hom_vs_het_wt	BP	GO:0070887	cellular response to chemical stimulus	1256	25	16.39	0.04453	1.35134730486878	1.52532031726663	0.183361055101538
Adamts3	hom_vs_het_wt	BP	GO:0030030	cell projection organization	831	22	10.85	0.04462	1.35047043405218	2.02764976958525	0.306992942637658
Adamts3	hom_vs_het_wt	BP	GO:0032411	positive regulation of transporter activ...	41	3	0.54	0.04468	1.34988683555643	5.55555555555556	0.744727494896694
Adamts3	hom_vs_het_wt	BP	GO:0080090	regulation of primary metabolic process	3658	56	47.75	0.04500	1.34678748622466	1.17277486910995	0.0692146510864352
Adamts3	hom_vs_het_wt	BP	GO:0010468	regulation of gene expression	2820	45	36.81	0.04518	1.34505377341566	1.22249388753056	0.0872466963286769
Adamts3	hom_vs_het_wt	BP	GO:0034329	cell junction assembly	117	4	1.53	0.04549	1.34208406317004	2.61437908496732	0.417368560510364
Adamts3	hom_vs_het_wt	BP	GO:0010977	negative regulation of neuron projection...	53	3	0.69	0.04585	1.33866065999396	4.34782608695652	0.638272163982407
Adamts3	hom_vs_het_wt	BP	GO:0030336	negative regulation of cell migration	123	6	1.61	0.04613	1.33601654539173	3.72670807453416	0.571325374351794
Adamts3	hom_vs_het_wt	BP	GO:0022604	regulation of cell morphogenesis	378	11	4.93	0.04626	1.3347943715654	2.23123732251521	0.348545765880995
Adamts3	hom_vs_het_wt	BP	GO:0043200	response to amino acid	83	3	1.08	0.04636	1.33385657270844	2.77777777777778	0.443697499232713
Adamts3	hom_vs_het_wt	BP	GO:0009725	response to hormone	457	9	5.96	0.04645	1.33301428167034	1.51006711409396	0.178996249699088
Adamts3	hom_vs_het_wt	BP	GO:0098602	single organism cell adhesion	261	9	3.41	0.04668	1.33086915262667	2.63929618768328	0.421488130446827
Adamts3	hom_vs_het_wt	BP	GO:0048167	regulation of synaptic plasticity	75	3	0.98	0.04720	1.32605800136591	3.06122448979592	0.485895179027168
Adamts3	hom_vs_het_wt	BP	GO:0002376	immune system process	915	15	11.94	0.04721	1.32596599956874	1.25628140703518	0.099086932262331
Adamts3	hom_vs_het_wt	BP	GO:1901069	guanosine-containing compound catabolic ...	341	13	4.45	0.04811	1.31776464309744	2.92134831460674	0.465583341325905
Adamts3	hom_vs_het_wt	BP	GO:0051146	striated muscle cell differentiation	192	3	2.51	0.04842	1.31497521489429	1.19521912350598	0.0774475332386243
Adamts3	hom_vs_het_wt	BP	GO:0001736	establishment of planar polarity	42	3	0.55	0.04890	1.31069114087638	5.45454545454545	0.736758565225418
Adamts3	hom_vs_het_wt	BP	GO:0007164	establishment of tissue polarity	42	3	0.55	0.04890	1.31069114087638	5.45454545454545	0.736758565225418
Adamts3	hom_vs_het_wt	BP	GO:0001952	regulation of cell-matrix adhesion	69	3	0.9	0.04893	1.31042478424006	3.33333333333333	0.522878745280338
Adamts3	hom_vs_het_wt	BP	GO:0051093	negative regulation of developmental pro...	515	12	6.72	0.04968	1.30381841283148	1.78571428571429	0.2518119729938
B9d2	hom_vs_het_wt	BP	GO:0045944	positive regulation of transcription fro...	945	10	0.97	2.8e-09	8.55284196865778	10.3092783505155	1.01322826573376
B9d2	hom_vs_het_wt	BP	GO:0021983	pituitary gland development	38	4	0.04	5.3e-08	7.27572413039921	100	2
B9d2	hom_vs_het_wt	BP	GO:0045665	negative regulation of neuron differenti...	67	4	0.07	5.4e-07	6.26760624017703	57.1428571428571	1.75696195131371
B9d2	hom_vs_het_wt	BP	GO:0071542	dopaminergic neuron differentiation	22	3	0.02	1.3e-06	5.88605664769316	150	2.17609125905568
B9d2	hom_vs_het_wt	BP	GO:0045880	positive regulation of smoothened signal...	28	3	0.03	2.9e-06	5.53760200210104	100	2
B9d2	hom_vs_het_wt	BP	GO:0060441	epithelial tube branching involved in lu...	30	3	0.03	3.5e-06	5.45593195564972	100	2
B9d2	hom_vs_het_wt	BP	GO:0021522	spinal cord motor neuron differentiation	33	3	0.03	4.7e-06	5.32790214206428	100	2
B9d2	hom_vs_het_wt	BP	GO:0001755	neural crest cell migration	36	3	0.04	6.2e-06	5.20760831050175	75	1.8750612633917
B9d2	hom_vs_het_wt	BP	GO:0001764	neuron migration	139	4	0.14	1.0e-05	5	28.5714285714286	1.45593195564972
B9d2	hom_vs_het_wt	BP	GO:0007411	axon guidance	160	4	0.16	1.7e-05	4.76955107862173	25	1.39794000867204
B9d2	hom_vs_het_wt	BP	GO:0048857	neural nucleus development	53	3	0.05	2.0e-05	4.69897000433602	60	1.77815125038364
B9d2	hom_vs_het_wt	BP	GO:0048708	astrocyte differentiation	60	3	0.06	2.9e-05	4.53760200210104	50	1.69897000433602
B9d2	hom_vs_het_wt	BP	GO:0045666	positive regulation of neuron differenti...	84	3	0.09	8.0e-05	4.09691001300806	33.3333333333333	1.52287874528034
B9d2	hom_vs_het_wt	BP	GO:0030324	lung development	182	6	0.19	0.00015	3.82390874094432	31.5789473684211	1.49939764943081
B9d2	hom_vs_het_wt	BP	GO:0045995	regulation of embryonic development	107	3	0.11	0.00016	3.79588001734407	27.2727272727273	1.43572856956144
B9d2	hom_vs_het_wt	BP	GO:0030334	regulation of cell migration	551	5	0.57	0.00017	3.76955107862173	8.7719298245614	0.943095148663527
B9d2	hom_vs_het_wt	BP	GO:0048665	neuron fate specification	34	4	0.04	0.00017	3.76955107862173	100	2
B9d2	hom_vs_het_wt	BP	GO:0000122	negative regulation of transcription fro...	665	5	0.69	0.00040	3.39794000867204	7.2463768115942	0.860120913598763
B9d2	hom_vs_het_wt	BP	GO:0009798	axis specification	78	4	0.08	0.00046	3.33724216831843	50	1.69897000433602
B9d2	hom_vs_het_wt	BP	GO:0048709	oligodendrocyte differentiation	80	4	0.08	0.00046	3.33724216831843	50	1.69897000433602
B9d2	hom_vs_het_wt	BP	GO:0009749	response to glucose	161	3	0.17	0.00055	3.25963731050576	17.6470588235294	1.24667233334139
B9d2	hom_vs_het_wt	BP	GO:0007519	skeletal muscle tissue development	182	3	0.19	0.00078	3.10790539730952	15.7894736842105	1.19836765376683
B9d2	hom_vs_het_wt	BP	GO:0009953	dorsal/ventral pattern formation	96	6	0.1	0.00081	3.09151498112135	60	1.77815125038364
B9d2	hom_vs_het_wt	BP	GO:0031016	pancreas development	76	4	0.08	0.00099	3.00436480540245	50	1.69897000433602
B9d2	hom_vs_het_wt	BP	GO:0007224	smoothened signaling pathway	113	5	0.12	0.00215	2.66756154008439	41.6666666666667	1.61978875828839
B9d2	hom_vs_het_wt	BP	GO:0051090	regulation of sequence-specific DNA bind...	284	3	0.29	0.00281	2.55129368009492	10.3448275862069	1.01472325682071
B9d2	hom_vs_het_wt	BP	GO:0060579	ventral spinal cord interneuron fate com...	16	3	0.02	0.00357	2.44733178388781	150	2.17609125905568
B9d2	hom_vs_het_wt	BP	GO:0007267	cell-cell signaling	894	6	0.92	0.00377	2.42365864979421	6.52173913043478	0.814363423038088
B9d2	hom_vs_het_wt	BP	GO:0009725	response to hormone	664	4	0.68	0.00392	2.40671393297954	5.88235294117647	0.769551078621726
B9d2	hom_vs_het_wt	BP	GO:0050678	regulation of epithelial cell proliferat...	242	4	0.25	0.00706	2.1511952989482	16	1.20411998265592
B9d2	hom_vs_het_wt	BP	GO:0007409	axonogenesis	354	6	0.36	0.00918	2.03715731879876	16.6666666666667	1.22184874961636
B9d2	hom_vs_het_wt	BP	GO:0021871	forebrain regionalization	23	3	0.02	0.00980	2.0087739243075	150	2.17609125905568
B9d2	hom_vs_het_wt	BP	GO:0048598	embryonic morphogenesis	572	5	0.59	0.01018	1.99225222199926	8.47457627118644	0.928117992693875
B9d2	hom_vs_het_wt	BP	GO:0060428	lung epithelium development	44	3	0.05	0.01335	1.87451873429941	60	1.77815125038364
B9d2	hom_vs_het_wt	BP	GO:0021532	neural tube patterning	43	3	0.04	0.01423	1.84679509991572	75	1.8750612633917
B9d2	hom_vs_het_wt	BP	GO:0060541	respiratory system development	208	7	0.21	0.01617	1.7912899800936	33.3333333333333	1.52287874528034
B9d2	hom_vs_het_wt	BP	GO:0061053	somite development	89	3	0.09	0.01693	1.77134304189106	33.3333333333333	1.52287874528034
B9d2	hom_vs_het_wt	BP	GO:0009611	response to wounding	558	3	0.58	0.01809	1.74256143314019	5.17241379310345	0.713693261156725
B9d2	hom_vs_het_wt	BP	GO:0035295	tube development	585	8	0.6	0.01855	1.73165608604894	13.3333333333333	1.1249387366083
B9d2	hom_vs_het_wt	BP	GO:0016055	Wnt signaling pathway	349	4	0.36	0.02050	1.68824613894425	11.1111111111111	1.04575749056068
B9d2	hom_vs_het_wt	BP	GO:0046661	male sex differentiation	151	3	0.16	0.02054	1.68739956073874	18.75	1.27300127206374
B9d2	hom_vs_het_wt	BP	GO:0031018	endocrine pancreas development	47	3	0.05	0.02127	1.67223251009727	60	1.77815125038364
B9d2	hom_vs_het_wt	BP	GO:2000179	positive regulation of neural precursor ...	47	3	0.05	0.02127	1.67223251009727	60	1.77815125038364
B9d2	hom_vs_het_wt	BP	GO:0048562	embryonic organ morphogenesis	282	4	0.29	0.02216	1.65443024394361	13.7931034482759	1.13966199342901
B9d2	hom_vs_het_wt	BP	GO:0060425	lung morphogenesis	58	4	0.06	0.02290	1.64016451766011	66.6666666666667	1.82390874094432
B9d2	hom_vs_het_wt	BP	GO:0033993	response to lipid	637	3	0.66	0.02563	1.59125139381576	4.54545454545454	0.657577319177794
B9d2	hom_vs_het_wt	BP	GO:0035270	endocrine system development	121	7	0.12	0.02643	1.57790283686829	58.3333333333333	1.76591679396663
B9d2	hom_vs_het_wt	BP	GO:0070887	cellular response to chemical stimulus	1777	5	1.83	0.02831	1.5480601306349	2.73224043715847	0.436518914605589
B9d2	hom_vs_het_wt	BP	GO:0010001	glial cell differentiation	176	5	0.18	0.03822	1.41770931728101	27.7777777777778	1.44369749923271
B9d2	hom_vs_het_wt	BP	GO:0044767	single-organism developmental process	4679	14	4.82	0.04022	1.39555793373928	2.9045643153527	0.463080997439388
B9d2	hom_vs_het_wt	BP	GO:0007423	sensory organ development	472	4	0.49	0.04053	1.39222339625831	8.16326530612245	0.911863911299449
B9d2	hom_vs_het_wt	BP	GO:0032502	developmental process	4720	14	4.87	0.04166	1.38028073438827	2.87474332648871	0.458599074463604
B9d2	hom_vs_het_wt	BP	GO:0043009	chordate embryonic development	611	5	0.63	0.04410	1.35556141053216	7.93650793650794	0.899629454882437
B9d2	hom_vs_het_wt	BP	GO:0009792	embryo development ending in birth or eg...	616	5	0.64	0.04508	1.34601609262593	7.8125	0.892790030352132
B9d2	hom_vs_het_wt	BP	GO:0048585	negative regulation of response to stimu...	1023	5	1.05	0.04601	1.3371477667352	4.76190476190476	0.677780705266081
B9d2	hom_vs_het_wt	BP	GO:0008285	negative regulation of cell proliferatio...	495	4	0.51	0.04786	1.32002730572258	7.84313725490196	0.894489815230026
B9d2	hom_vs_het_wt	BP	GO:0021536	diencephalon development	103	5	0.11	0.04819	1.31704307369879	45.4545454545455	1.65757731917779
B9d2	hom_vs_het_wt	BP	GO:0071495	cellular response to endogenous stimulus	820	3	0.85	0.04884	1.31122434472715	3.52941176470588	0.54770232900537
Bap1	hom_vs_het_wt	BP	GO:0045944	positive regulation of transcription fro...	953	407	341.15	3.1e-06	5.50863830616573	1.19302359665836	0.0766490336092951
Bap1	hom_vs_het_wt	BP	GO:0042733	embryonic digit morphogenesis	64	39	22.91	3.6e-05	4.44369749923271	1.70231340026189	0.231039517837102
Bap1	hom_vs_het_wt	BP	GO:0001666	response to hypoxia	268	133	95.94	3.7e-05	4.43179827593301	1.38628309360017	0.141851926837207
Bap1	hom_vs_het_wt	BP	GO:0007411	axon guidance	161	82	57.63	5.5e-05	4.25963731050576	1.42287003296894	0.153165232802361
Bap1	hom_vs_het_wt	BP	GO:0048523	negative regulation of cellular process	3305	1330	1183.1	6.9e-05	4.16115090926274	1.12416532837461	0.0508301866073468
Bap1	hom_vs_het_wt	BP	GO:0055114	oxidation-reduction process	797	345	285.3	0.00011	3.95860731484177	1.20925341745531	0.0825173234161977
Bap1	hom_vs_het_wt	BP	GO:0048146	positive regulation of fibroblast prolif...	46	29	16.47	0.00015	3.82390874094432	1.76077717061324	0.245704398729202
Bap1	hom_vs_het_wt	BP	GO:0031099	regeneration	172	85	61.57	0.00016	3.79588001734407	1.38054247198311	0.140049772122811
Bap1	hom_vs_het_wt	BP	GO:2000026	regulation of multicellular organismal d...	1469	619	525.86	0.00019	3.72124639904717	1.17711938538775	0.0708205119392317
Bap1	hom_vs_het_wt	BP	GO:0050767	regulation of neurogenesis	636	275	227.67	0.00019	3.72124639904717	1.20788861070848	0.0820268862841668
Bap1	hom_vs_het_wt	BP	GO:0042060	wound healing	324	147	115.98	0.00021	3.67778070526608	1.2674599068805	0.102934230335979
Bap1	hom_vs_het_wt	BP	GO:0010604	positive regulation of macromolecule met...	2218	914	793.98	0.00027	3.56863623584101	1.15116249779591	0.061136632852118
Bap1	hom_vs_het_wt	BP	GO:0060271	cilium morphogenesis	220	104	78.75	0.00028	3.55284196865778	1.32063492063492	0.120782776837142
Bap1	hom_vs_het_wt	BP	GO:0030218	erythrocyte differentiation	100	53	35.8	0.00031	3.50863830616573	1.4804469273743	0.170392842956915
Bap1	hom_vs_het_wt	BP	GO:0008203	cholesterol metabolic process	87	47	31.14	0.00038	3.42021640338319	1.50931278098908	0.178779249703616
Bap1	hom_vs_het_wt	BP	GO:0016239	positive regulation of macroautophagy	22	16	7.88	0.00046	3.33724216831843	2.03045685279188	0.307593765166369
Bap1	hom_vs_het_wt	BP	GO:0051129	negative regulation of cellular componen...	527	231	188.65	0.00056	3.2518119729938	1.22448979591837	0.08795517035513
Bap1	hom_vs_het_wt	BP	GO:0021819	layer formation in cerebral cortex	15	12	5.37	0.00060	3.22184874961636	2.23463687150838	0.349206960348069
Bap1	hom_vs_het_wt	BP	GO:0061615	glycolytic process through fructose-6-ph...	10	9	3.58	0.00065	3.18708664335714	2.51396648044693	0.40035948279545
Bap1	hom_vs_het_wt	BP	GO:0060536	cartilage morphogenesis	10	9	3.58	0.00065	3.18708664335714	2.51396648044693	0.40035948279545
Bap1	hom_vs_het_wt	BP	GO:0065008	regulation of biological quality	2769	1098	991.22	0.00066	3.18045606445813	1.10772583281209	0.0444322838303989
Bap1	hom_vs_het_wt	BP	GO:0000122	negative regulation of transcription fro...	674	281	241.27	0.00069	3.16115090926274	1.16467028640113	0.0662029956939291
Bap1	hom_vs_het_wt	BP	GO:0006979	response to oxidative stress	344	152	123.14	0.00072	3.14266750356873	1.23436738671431	0.0914444386893097
Bap1	hom_vs_het_wt	BP	GO:0009165	nucleotide biosynthetic process	252	115	90.21	0.00075	3.1249387366083	1.2748032368917	0.105443157533432
Bap1	hom_vs_het_wt	BP	GO:0002062	chondrocyte differentiation	90	47	32.22	0.00101	2.99567862621736	1.45872129112353	0.163972321852518
Bap1	hom_vs_het_wt	BP	GO:0019511	peptidyl-proline hydroxylation	12	10	4.3	0.00104	2.98296666070122	2.32558139534884	0.366531544420413
Bap1	hom_vs_het_wt	BP	GO:0021602	cranial nerve morphogenesis	25	17	8.95	0.00105	2.97881070093006	1.89944134078212	0.278625886062362
Bap1	hom_vs_het_wt	BP	GO:0072661	protein targeting to plasma membrane	25	17	8.95	0.00105	2.97881070093006	1.89944134078212	0.278625886062362
Bap1	hom_vs_het_wt	BP	GO:0048589	developmental growth	365	159	130.66	0.00117	2.93181413825384	1.21689882136844	0.0852544704666578
Bap1	hom_vs_het_wt	BP	GO:0045669	positive regulation of osteoblast differ...	59	33	21.12	0.00123	2.9100948885606	1.5625	0.193820026016113
Bap1	hom_vs_het_wt	BP	GO:0030198	extracellular matrix organization	179	90	64.08	0.00136	2.86646109162978	1.40449438202247	0.147520006363144
Bap1	hom_vs_het_wt	BP	GO:0003407	neural retina development	55	31	19.69	0.00145	2.83863199776503	1.5744032503809	0.197115977696154
Bap1	hom_vs_het_wt	BP	GO:1901564	organonitrogen compound metabolic proces...	1553	639	555.93	0.00156	2.80687540164554	1.14942528735632	0.0604807473813815
Bap1	hom_vs_het_wt	BP	GO:0001649	osteoblast differentiation	191	97	68.37	0.00168	2.77469071827414	1.41875091414363	0.151906154366207
Bap1	hom_vs_het_wt	BP	GO:0060349	bone morphogenesis	85	44	30.43	0.00181	2.74232142513082	1.44594150509366	0.16015072412802
Bap1	hom_vs_het_wt	BP	GO:0048010	vascular endothelial growth factor recep...	46	30	16.47	0.00185	2.73282827159699	1.82149362477231	0.260427655549908
Bap1	hom_vs_het_wt	BP	GO:0043618	regulation of transcription from RNA pol...	47	27	16.82	0.00198	2.70333480973847	1.60523186682521	0.205537772697094
Bap1	hom_vs_het_wt	BP	GO:0001525	angiogenesis	364	157	130.3	0.00206	2.68613277963085	1.20491174213354	0.080955236696649
Bap1	hom_vs_het_wt	BP	GO:0048813	dendrite morphogenesis	121	59	43.31	0.00224	2.64975198166584	1.36227199261141	0.134263827912302
Bap1	hom_vs_het_wt	BP	GO:0048568	embryonic organ development	421	179	150.71	0.00227	2.64397414280688	1.18771149890518	0.0747109611421491
Bap1	hom_vs_het_wt	BP	GO:0032268	regulation of cellular protein metabolic...	1505	605	538.75	0.00243	2.61439372640169	1.12296983758701	0.0503680914836809
Bap1	hom_vs_het_wt	BP	GO:0008285	negative regulation of cell proliferatio...	507	212	181.49	0.00253	2.59687947882418	1.16810843572649	0.067483160286448
Bap1	hom_vs_het_wt	BP	GO:0034620	cellular response to unfolded protein	52	29	18.61	0.00253	2.59687947882418	1.5583019881784	0.192651624768189
Bap1	hom_vs_het_wt	BP	GO:0044711	single-organism biosynthetic process	1171	488	419.19	0.00254	2.59516628338006	1.16414990815621	0.0660089082289017
Bap1	hom_vs_het_wt	BP	GO:0014888	striated muscle adaptation	37	22	13.24	0.00281	2.55129368009492	1.66163141993958	0.220534695718525
Bap1	hom_vs_het_wt	BP	GO:0031344	regulation of cell projection organizati...	516	215	184.71	0.00289	2.53910215724345	1.16398679010341	0.0659480516044612
